,online_order,book_table,rate,votes,location,restrofacility,cuisines,cost for two,restro type,outlet location
364,1,0,3.0,29,other,Cafe,other,500,Delivery,Banashankari
365,1,0,3.4,6,Jayanagar,other,other,100,Delivery,Banashankari
366,1,0,3.0,22,other,Quick Bites,"South Indian, North Indian, Chinese",250,Delivery,Banashankari
367,1,0,2.9,11,other,Quick Bites,North Indian,500,Delivery,Banashankari
368,1,0,3.9,101,other,Quick Bites,South Indian,150,Delivery,Banashankari
369,1,1,4.1,442,Jayanagar,other,other,1200,Delivery,Banashankari
370,1,0,3.5,155,other,Quick Bites,other,400,Delivery,Banashankari
371,1,0,3.4,12,other,other,other,150,Delivery,Banashankari
372,1,0,3.6,15,other,Quick Bites,South Indian,100,Delivery,Banashankari
373,1,0,3.5,10,other,Quick Bites,South Indian,200,Delivery,Banashankari
374,1,0,3.8,25,other,Quick Bites,South Indian,300,Delivery,Banashankari
375,1,0,3.8,61,other,Quick Bites,"North Indian, Chinese",300,Delivery,Banashankari
376,1,0,3.7,23,other,Quick Bites,other,300,Delivery,Banashankari
377,1,0,3.8,25,other,Quick Bites,other,350,Delivery,Banashankari
378,1,0,3.7,40,other,Quick Bites,other,200,Delivery,Banashankari
379,1,0,3.3,4,other,Quick Bites,other,100,Delivery,Banashankari
380,1,0,3.4,8,other,Quick Bites,other,150,Delivery,Banashankari
381,1,0,3.5,32,other,Quick Bites,"North Indian, Chinese",300,Delivery,Banashankari
382,1,0,3.3,10,other,Quick Bites,South Indian,200,Delivery,Banashankari
383,1,0,3.4,6,other,Quick Bites,other,300,Delivery,Banashankari
384,1,0,3.8,53,Jayanagar,Quick Bites,other,250,Delivery,Banashankari
385,1,0,3.7,67,other,Casual Dining,North Indian,700,Delivery,Banashankari
386,1,0,2.9,23,Jayanagar,other,other,250,Delivery,Banashankari
387,1,0,3.4,19,other,Quick Bites,"South Indian, North Indian",200,Delivery,Banashankari
388,1,0,3.6,24,other,Quick Bites,other,300,Delivery,Banashankari
389,1,0,4.0,232,Jayanagar,Quick Bites,other,400,Delivery,Banashankari
390,1,0,3.9,221,Jayanagar,Casual Dining,Chinese,700,Delivery,Banashankari
391,1,1,4.1,1063,Jayanagar,"Casual Dining, Bar",other,1200,Delivery,Banashankari
392,1,0,3.7,93,other,Quick Bites,other,200,Delivery,Banashankari
393,1,0,3.9,233,Jayanagar,Casual Dining,other,800,Delivery,Banashankari
394,1,0,3.9,211,Jayanagar,Casual Dining,other,500,Delivery,Banashankari
395,1,0,4.0,1778,Jayanagar,Quick Bites,other,200,Delivery,Banashankari
396,1,0,3.6,218,other,Casual Dining,other,800,Delivery,Banashankari
397,1,0,3.7,514,other,Cafe,other,600,Delivery,Banashankari
398,1,1,4.0,866,Jayanagar,Casual Dining,other,900,Delivery,Banashankari
399,1,0,3.2,96,other,Quick Bites,North Indian,400,Delivery,Banashankari
400,1,0,3.5,80,other,Quick Bites,other,250,Delivery,Banashankari
401,1,0,4.0,73,other,Bakery,other,300,Delivery,Banashankari
402,1,0,3.9,84,Jayanagar,other,"Mithai, Street Food",400,Delivery,Banashankari
403,1,0,3.5,88,other,Quick Bites,other,350,Delivery,Banashankari
404,1,0,3.5,179,other,Casual Dining,other,600,Delivery,Banashankari
405,1,0,3.8,61,other,Quick Bites,other,100,Delivery,Banashankari
406,1,0,3.7,128,other,Casual Dining,other,450,Delivery,Banashankari
407,1,0,3.8,339,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",400,Delivery,Banashankari
408,1,0,4.1,449,other,Quick Bites,other,100,Delivery,Banashankari
409,1,0,4.1,210,Jayanagar,other,other,150,Delivery,Banashankari
410,1,0,3.7,57,other,Quick Bites,other,200,Delivery,Banashankari
411,1,0,3.0,213,other,Quick Bites,other,400,Delivery,Banashankari
412,1,0,3.2,208,Jayanagar,other,other,250,Delivery,Banashankari
413,1,0,3.8,70,other,Quick Bites,South Indian,100,Delivery,Banashankari
414,1,0,4.0,219,other,Cafe,other,600,Delivery,Banashankari
415,1,0,3.7,59,other,Quick Bites,other,200,Delivery,Banashankari
416,1,0,3.1,10,other,Quick Bites,other,500,Delivery,Banashankari
417,1,0,3.0,9,other,Quick Bites,other,400,Delivery,Banashankari
418,1,0,3.7,124,other,Casual Dining,other,750,Delivery,Banashankari
419,1,0,3.7,19,other,Quick Bites,South Indian,100,Delivery,Banashankari
420,1,0,0.0,0,Jayanagar,"Takeaway, Delivery",North Indian,300,Delivery,Banashankari
421,1,0,3.3,4,other,Quick Bites,other,150,Delivery,Banashankari
422,1,0,3.3,4,other,Dessert Parlor,"Desserts, Ice Cream",150,Delivery,Banashankari
423,1,0,3.8,21,other,Dessert Parlor,"Ice Cream, Desserts",200,Delivery,Banashankari
424,1,0,3.4,8,other,other,other,250,Delivery,Banashankari
425,1,0,3.5,10,other,Quick Bites,other,400,Delivery,Banashankari
426,1,0,0.0,0,other,Quick Bites,other,400,Delivery,Banashankari
427,1,0,3.5,10,other,Quick Bites,North Indian,400,Delivery,Banashankari
428,1,0,3.2,4,other,Quick Bites,other,200,Delivery,Banashankari
429,1,0,3.1,4,other,Delivery,North Indian,350,Delivery,Banashankari
430,1,0,0.0,0,other,Quick Bites,other,300,Delivery,Banashankari
431,1,0,3.6,16,JP Nagar,"Takeaway, Delivery",other,500,Delivery,Banashankari
432,1,0,0.0,0,other,"Takeaway, Delivery",Bakery,300,Delivery,Banashankari
433,1,0,3.4,12,Jayanagar,Quick Bites,other,300,Delivery,Banashankari
434,1,0,0.0,0,Jayanagar,Bakery,Bakery,150,Delivery,Banashankari
435,1,0,3.9,14,Jayanagar,Casual Dining,"North Indian, South Indian",600,Delivery,Banashankari
436,1,0,3.7,0,Jayanagar,Quick Bites,other,300,Delivery,Banashankari
437,1,0,2.8,5,other,"Takeaway, Delivery",other,199,Delivery,Banashankari
438,1,0,3.3,5,other,"Casual Dining, Bar",other,800,Delivery,Banashankari
439,1,0,3.5,15,other,Quick Bites,other,250,Delivery,Banashankari
440,1,0,3.4,4,other,Casual Dining,other,500,Delivery,Banashankari
441,1,0,0.0,0,other,other,other,250,Delivery,Banashankari
442,1,0,3.6,17,other,Quick Bites,other,300,Delivery,Banashankari
443,1,0,3.232387726934919,0,other,Quick Bites,other,200,Delivery,Banashankari
444,1,0,3.232387726934919,0,other,Quick Bites,other,300,Delivery,Banashankari
445,1,0,3.3,6,other,Quick Bites,"South Indian, North Indian",500,Delivery,Banashankari
446,1,0,3.4,10,other,Quick Bites,South Indian,100,Delivery,Banashankari
447,1,1,4.1,775,other,Casual Dining,other,800,Delivery,Banashankari
448,1,1,4.2,2022,Jayanagar,Casual Dining,"North Indian, South Indian",1000,Delivery,Banashankari
449,1,0,0.0,0,other,Quick Bites,North Indian,100,Delivery,Banashankari
450,1,0,3.232387726934919,0,other,Quick Bites,"North Indian, South Indian",150,Delivery,Banashankari
451,1,1,4.2,150,other,Cafe,other,600,Delivery,Banashankari
452,1,0,4.0,232,other,Casual Dining,"North Indian, Chinese",750,Delivery,Banashankari
453,1,0,3.9,38,other,Quick Bites,Chinese,200,Delivery,Banashankari
454,1,1,3.5,431,Jayanagar,Casual Dining,North Indian,800,Delivery,Banashankari
455,1,1,4.2,2115,other,Casual Dining,other,800,Delivery,Banashankari
456,1,0,3.4,30,other,Quick Bites,other,200,Delivery,Banashankari
457,1,0,4.2,150,Jayanagar,Casual Dining,North Indian,800,Delivery,Banashankari
458,1,0,3.3,12,other,Quick Bites,other,200,Delivery,Banashankari
459,1,0,3.8,155,Jayanagar,Casual Dining,other,450,Delivery,Banashankari
460,1,0,3.7,33,other,Quick Bites,Fast Food,200,Delivery,Banashankari
461,1,1,4.1,666,Jayanagar,"Casual Dining, Bar",other,1000,Delivery,Banashankari
462,1,0,0.0,0,Jayanagar,Quick Bites,other,200,Delivery,Banashankari
463,1,0,3.9,240,other,Cafe,Cafe,700,Delivery,Banashankari
464,1,0,3.8,918,other,other,other,800,Delivery,Banashankari
465,1,0,4.0,465,Jayanagar,Casual Dining,other,600,Delivery,Banashankari
466,1,1,4.1,970,Jayanagar,other,other,1500,Delivery,Banashankari
467,1,0,3.3,128,other,Quick Bites,"North Indian, Chinese",300,Delivery,Banashankari
468,1,0,3.6,241,other,Quick Bites,"North Indian, Chinese",300,Delivery,Banashankari
469,1,0,3.4,22,other,Quick Bites,South Indian,200,Delivery,Banashankari
470,1,0,4.3,734,other,Quick Bites,other,200,Delivery,Banashankari
471,1,0,3.8,130,Jayanagar,Quick Bites,other,400,Delivery,Banashankari
472,1,0,4.2,261,Jayanagar,Cafe,other,700,Delivery,Banashankari
473,1,0,4.0,191,other,Quick Bites,other,300,Delivery,Banashankari
474,1,0,4.1,364,other,Casual Dining,other,550,Delivery,Banashankari
475,1,0,3.232387726934919,0,other,Quick Bites,other,500,Delivery,Banashankari
476,1,0,3.8,133,other,Quick Bites,other,300,Delivery,Banashankari
477,1,0,3.9,888,other,Casual Dining,other,750,Delivery,Banashankari
478,1,0,3.1,13,other,Cafe,other,400,Delivery,Banashankari
479,1,0,3.9,750,other,Casual Dining,other,500,Delivery,Banashankari
480,1,1,4.2,164,other,Cafe,other,500,Delivery,Banashankari
481,0,0,3.232387726934919,0,other,Quick Bites,Fast Food,200,Delivery,Banashankari
482,1,0,3.2,6,other,Delivery,other,200,Delivery,Banashankari
483,1,0,3.8,527,other,Casual Dining,North Indian,500,Delivery,Banashankari
484,0,0,4.3,345,other,Dessert Parlor,"Ice Cream, Desserts",400,Desserts,Banashankari
485,0,0,4.4,356,other,other,other,150,Desserts,Banashankari
486,1,0,3.7,17,other,Dessert Parlor,other,400,Desserts,Banashankari
487,1,0,3.9,38,other,Dessert Parlor,other,150,Desserts,Banashankari
488,0,0,3.7,78,other,other,Bakery,150,Desserts,Banashankari
489,0,0,3.8,60,other,Dessert Parlor,Bakery,400,Desserts,Banashankari
490,1,0,4.0,115,other,other,"Mithai, Street Food",400,Desserts,Banashankari
491,0,0,3.8,39,other,Bakery,"Bakery, Desserts",300,Desserts,Banashankari
492,1,0,3.9,116,other,Dessert Parlor,other,400,Desserts,Banashankari
493,1,0,3.8,918,other,other,other,800,Desserts,Banashankari
494,0,0,3.7,46,other,other,"Mithai, Street Food",400,Desserts,Banashankari
495,1,0,3.9,41,other,Dessert Parlor,Desserts,300,Desserts,Banashankari
496,1,0,3.8,144,other,Cafe,other,700,Desserts,Banashankari
497,0,0,3.8,28,other,other,other,150,Desserts,Banashankari
498,1,0,4.3,860,other,Dessert Parlor,"Desserts, Ice Cream",500,Desserts,Banashankari
499,0,0,3.5,14,other,other,"Mithai, Street Food",200,Desserts,Banashankari
500,0,0,4.0,66,other,Bakery,"Bakery, Desserts",300,Desserts,Banashankari
501,1,0,3.2,8,other,other,"Mithai, Street Food",100,Desserts,Banashankari
502,1,0,3.7,54,other,other,other,400,Desserts,Banashankari
503,0,0,3.5,7,other,Dessert Parlor,Desserts,500,Desserts,Banashankari
504,0,0,3.2,9,other,Dessert Parlor,other,300,Desserts,Banashankari
505,0,0,3.6,42,other,other,other,300,Desserts,Banashankari
506,0,0,3.8,64,other,Quick Bites,other,250,Desserts,Banashankari
507,1,0,3.6,14,other,Bakery,"Bakery, Desserts",350,Desserts,Banashankari
508,0,0,3.8,45,other,"Takeaway, Delivery",Bakery,400,Desserts,Banashankari
509,0,0,3.2,11,other,Cafe,other,600,Desserts,Banashankari
510,0,0,3.5,13,other,Bakery,"Bakery, Desserts",300,Desserts,Banashankari
511,0,0,3.4,7,other,Dessert Parlor,"Ice Cream, Desserts",150,Desserts,Banashankari
512,0,0,3.4,8,other,Bakery,"Bakery, Desserts",400,Desserts,Banashankari
513,0,0,0.0,0,other,Dessert Parlor,other,150,Desserts,Banashankari
514,0,0,0.0,0,other,Bakery,Bakery,300,Desserts,Banashankari
515,0,0,2.9,25,other,Dessert Parlor,"Ice Cream, Desserts",200,Desserts,Banashankari
516,0,0,3.232387726934919,0,other,Bakery,Bakery,300,Desserts,Banashankari
517,0,0,3.2,17,other,Dessert Parlor,"Desserts, Ice Cream",150,Desserts,Banashankari
518,0,0,0.0,0,other,Delivery,"Bakery, Desserts",500,Desserts,Banashankari
519,0,0,0.0,0,other,other,other,300,Desserts,Banashankari
520,0,0,0.0,0,other,other,Desserts,200,Desserts,Banashankari
521,1,0,3.232387726934919,0,other,Quick Bites,other,200,Desserts,Banashankari
522,1,0,3.9,35,other,Delivery,"Bakery, Desserts",500,Desserts,Banashankari
523,1,0,3.9,70,other,Dessert Parlor,other,400,Desserts,Banashankari
524,0,0,3.232387726934919,0,other,Dessert Parlor,other,100,Desserts,Banashankari
525,0,0,4.0,98,other,other,other,400,Desserts,Banashankari
526,0,0,3.7,25,other,Dessert Parlor,"Ice Cream, Desserts",250,Desserts,Banashankari
527,1,0,4.0,219,other,Cafe,other,600,Desserts,Banashankari
528,1,0,4.0,73,other,Bakery,other,300,Desserts,Banashankari
529,0,0,3.6,16,other,other,other,150,Desserts,Banashankari
530,0,0,3.6,8,other,Bakery,"Bakery, Desserts",250,Desserts,Banashankari
531,1,0,3.8,15,other,Bakery,Bakery,400,Desserts,Banashankari
532,0,0,3.6,46,other,other,"Mithai, Street Food",200,Desserts,Banashankari
533,0,0,0.0,0,other,Bakery,"Bakery, Desserts",300,Desserts,Banashankari
534,1,0,3.3,13,other,other,other,300,Desserts,Banashankari
535,1,0,3.3,9,other,Dessert Parlor,Desserts,250,Desserts,Banashankari
536,1,0,4.0,43,other,Dessert Parlor,"Desserts, Ice Cream",250,Desserts,Banashankari
537,1,0,2.7,97,other,Casual Dining,other,400,Desserts,Banashankari
538,0,0,0.0,0,JP Nagar,Dessert Parlor,other,200,Desserts,Banashankari
539,1,0,3.7,22,other,other,other,250,Desserts,Banashankari
540,0,0,3.5,15,other,other,Bakery,400,Desserts,Banashankari
541,0,0,0.0,0,Jayanagar,other,Desserts,350,Desserts,Banashankari
542,1,0,3.6,27,other,Dessert Parlor,Fast Food,250,Desserts,Banashankari
543,1,1,3.232387726934919,0,other,Casual Dining,other,500,Dine-out,Banashankari
544,1,0,3.9,888,other,Casual Dining,other,750,Dine-out,Banashankari
545,1,1,4.0,349,other,Casual Dining,other,1200,Dine-out,Banashankari
546,1,0,4.2,287,other,Quick Bites,North Indian,350,Dine-out,Banashankari
547,1,1,4.6,2556,other,other,other,600,Dine-out,Banashankari
548,1,1,4.2,354,other,Casual Dining,other,800,Dine-out,Banashankari
549,1,1,4.1,775,other,Casual Dining,other,800,Dine-out,Banashankari
550,1,1,4.2,2115,other,Casual Dining,other,800,Dine-out,Banashankari
551,0,1,3.8,977,other,other,other,1300,Dine-out,Banashankari
552,0,0,4.1,868,other,other,other,1200,Dine-out,Banashankari
553,1,0,4.0,324,other,Cafe,other,700,Dine-out,Banashankari
554,1,0,4.1,787,other,Casual Dining,other,800,Dine-out,Banashankari
555,1,0,4.2,504,other,Cafe,other,550,Dine-out,Banashankari
556,1,0,4.1,402,other,Cafe,Cafe,500,Dine-out,Banashankari
557,1,1,4.2,150,other,Cafe,other,600,Dine-out,Banashankari
558,1,1,4.2,164,other,Cafe,other,500,Dine-out,Banashankari
559,0,0,4.2,244,other,Casual Dining,other,800,Dine-out,Banashankari
560,1,0,4.0,771,other,Casual Dining,"South Indian, North Indian, Chinese",450,Dine-out,Banashankari
561,1,0,4.2,1647,other,Casual Dining,other,600,Dine-out,Banashankari
562,0,1,4.0,808,other,Casual Dining,"North Indian, Chinese",850,Dine-out,Banashankari
563,0,0,4.0,424,other,Cafe,other,450,Dine-out,Banashankari
564,1,0,3.9,135,other,Casual Dining,other,800,Dine-out,Banashankari
565,0,0,3.232387726934919,0,other,"Casual Dining, Bar",other,1000,Dine-out,Banashankari
566,0,0,3.9,28,other,other,South Indian,300,Dine-out,Banashankari
567,1,0,3.8,918,other,other,other,800,Dine-out,Banashankari
568,1,0,3.8,90,other,Cafe,Cafe,650,Dine-out,Banashankari
569,1,0,3.9,519,other,Casual Dining,other,900,Dine-out,Banashankari
570,1,0,3.6,105,other,Casual Dining,other,700,Dine-out,Banashankari
571,0,0,3.7,43,other,other,"North Indian, Chinese",700,Dine-out,Banashankari
572,0,0,3.7,46,other,other,"Mithai, Street Food",400,Dine-out,Banashankari
573,1,0,3.9,133,other,Cafe,other,800,Dine-out,Banashankari
574,1,0,3.8,144,other,Cafe,other,700,Dine-out,Banashankari
575,0,0,3.9,93,other,Cafe,other,300,Dine-out,Banashankari
576,1,0,3.8,42,other,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,Banashankari
577,1,0,2.5,247,other,Casual Dining,North Indian,500,Dine-out,Banashankari
578,1,0,3.1,13,other,Cafe,other,400,Dine-out,Banashankari
579,0,0,3.7,39,other,Casual Dining,"North Indian, Chinese",450,Dine-out,Banashankari
580,1,0,3.0,62,other,Cafe,other,400,Dine-out,Banashankari
581,1,0,3.8,160,other,Casual Dining,"North Indian, Chinese",700,Dine-out,Banashankari
582,0,0,3.5,14,other,other,"Mithai, Street Food",200,Dine-out,Banashankari
583,0,0,3.8,42,other,Casual Dining,"North Indian, Chinese",700,Dine-out,Banashankari
584,1,0,3.1,119,other,Casual Dining,other,700,Dine-out,Banashankari
585,1,0,3.6,129,other,Casual Dining,other,600,Dine-out,Banashankari
586,0,0,3.3,62,other,other,"South Indian, North Indian, Chinese",800,Dine-out,Banashankari
587,0,0,0.0,0,other,other,South Indian,200,Dine-out,Banashankari
588,1,0,3.6,24,other,Casual Dining,"North Indian, Chinese",600,Dine-out,Banashankari
589,0,0,0.0,0,other,Casual Dining,"North Indian, South Indian",500,Dine-out,Banashankari
590,0,0,2.6,283,other,Casual Dining,North Indian,600,Dine-out,Banashankari
591,0,0,3.6,42,other,other,other,300,Dine-out,Banashankari
592,0,0,3.4,10,other,Quick Bites,other,300,Dine-out,Banashankari
593,0,0,3.7,39,other,Casual Dining,other,950,Dine-out,Banashankari
594,1,0,3.8,59,other,Casual Dining,"North Indian, Chinese",750,Dine-out,Banashankari
595,1,0,3.5,179,other,Casual Dining,other,600,Dine-out,Banashankari
596,0,0,3.8,62,other,Quick Bites,other,150,Dine-out,Banashankari
597,0,0,3.4,6,other,Casual Dining,other,500,Dine-out,Banashankari
598,0,0,3.1,30,other,other,"Chinese, North Indian",1000,Dine-out,Banashankari
599,0,0,3.5,10,other,Quick Bites,other,300,Dine-out,Banashankari
600,0,0,3.6,36,other,Casual Dining,other,500,Dine-out,Banashankari
601,0,0,3.7,31,other,Cafe,Cafe,300,Dine-out,Banashankari
602,0,0,0.0,0,other,other,other,500,Dine-out,Banashankari
603,0,0,3.2,11,other,Cafe,other,600,Dine-out,Banashankari
604,0,0,3.0,98,other,other,"North Indian, Chinese",800,Dine-out,Banashankari
605,0,0,3.5,18,other,other,other,150,Dine-out,Banashankari
606,0,0,3.5,10,other,Casual Dining,"South Indian, North Indian, Chinese",500,Dine-out,Banashankari
607,0,0,2.7,128,other,Casual Dining,other,850,Dine-out,Banashankari
608,0,0,0.0,0,other,Quick Bites,other,400,Dine-out,Banashankari
609,1,0,2.8,45,other,Casual Dining,other,800,Dine-out,Banashankari
610,1,0,3.2,119,other,Casual Dining,"North Indian, Chinese",400,Dine-out,Banashankari
611,1,0,3.4,12,other,other,other,150,Dine-out,Banashankari
612,0,0,0.0,0,other,Quick Bites,other,350,Dine-out,Banashankari
613,0,0,3.3,4,other,Cafe,other,500,Dine-out,Banashankari
614,0,0,0.0,0,other,Cafe,other,900,Dine-out,Banashankari
615,0,0,0.0,0,other,Casual Dining,"North Indian, Chinese",700,Dine-out,Banashankari
616,0,0,0.0,0,other,other,other,150,Dine-out,Banashankari
617,1,0,3.232387726934919,0,other,Casual Dining,other,500,Dine-out,Banashankari
618,1,0,3.5,41,other,other,other,400,Dine-out,Banashankari
619,1,0,3.7,405,other,Casual Dining,other,750,Dine-out,Banashankari
620,1,0,3.9,388,other,Casual Dining,other,650,Dine-out,Banashankari
621,0,0,4.7,651,other,Quick Bites,South Indian,100,Dine-out,Banashankari
622,1,0,3.232387726934919,0,other,Quick Bites,other,300,Dine-out,Banashankari
623,1,0,4.3,734,other,Quick Bites,other,200,Dine-out,Banashankari
624,0,0,3.7,21,other,Quick Bites,North Indian,450,Dine-out,Banashankari
625,0,0,4.0,1047,other,Quick Bites,other,450,Dine-out,Banashankari
626,1,0,3.8,505,other,Quick Bites,other,450,Dine-out,Banashankari
627,0,0,3.6,55,other,Quick Bites,other,200,Dine-out,Banashankari
628,1,0,3.9,264,other,Quick Bites,South Indian,200,Dine-out,Banashankari
629,1,0,3.8,133,other,Quick Bites,other,300,Dine-out,Banashankari
630,0,0,3.232387726934919,0,other,Quick Bites,South Indian,100,Dine-out,Banashankari
631,1,0,3.9,286,other,Quick Bites,other,500,Dine-out,Banashankari
632,0,0,4.4,343,other,Quick Bites,South Indian,100,Dine-out,Banashankari
633,1,0,3.6,66,other,Quick Bites,South Indian,150,Dine-out,Banashankari
634,1,0,3.4,10,other,Quick Bites,South Indian,100,Dine-out,Banashankari
635,1,0,3.8,61,other,Quick Bites,"North Indian, Chinese",300,Dine-out,Banashankari
636,0,0,3.8,70,other,Quick Bites,other,500,Dine-out,Banashankari
637,1,0,3.6,28,other,Quick Bites,other,300,Dine-out,Banashankari
638,1,0,3.8,70,other,Quick Bites,South Indian,100,Dine-out,Banashankari
639,1,0,3.8,28,other,Quick Bites,Fast Food,150,Dine-out,Banashankari
640,1,0,3.5,15,other,Quick Bites,other,250,Dine-out,Banashankari
641,1,0,3.8,131,other,Quick Bites,Biryani,250,Dine-out,Banashankari
642,0,0,3.8,19,other,Quick Bites,South Indian,150,Dine-out,Banashankari
643,1,0,3.7,237,other,Quick Bites,other,200,Dine-out,Banashankari
644,1,0,3.3,6,other,Quick Bites,"South Indian, North Indian",500,Dine-out,Banashankari
645,1,0,4.1,201,other,Quick Bites,other,300,Dine-out,Banashankari
646,1,0,2.8,506,other,Quick Bites,other,500,Dine-out,Banashankari
647,0,0,4.1,520,other,Quick Bites,other,300,Dine-out,Banashankari
648,0,0,3.232387726934919,0,other,Quick Bites,North Indian,150,Dine-out,Banashankari
649,1,0,3.8,104,other,Quick Bites,other,300,Dine-out,Banashankari
650,0,0,3.7,88,other,Quick Bites,"South Indian, North Indian",300,Dine-out,Banashankari
